catalogNumber,dc:modified,basisOfRecord,institutionCode,collectionCode,associatedMedia,fieldNotes,scientificName,vernacularName,ScrapedName,AnnotatorName,VerbatimDate,identifiedBy,dateIdentified,associatedReferences,dataGeneralizations,identificationRemarks,occurenceRemarks,country,countryCode,stateProvince,county,locality,verbatimLocality,AnnotatorLocality,ScrapeGoatField,"decimal latitude","decimal longitude",geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,Kingdom,Phylum,Class,Order,Family,Genus,Species,EventDate,Day,Month,Year
JHFN1-33-F,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/33?oldid=3614539",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Leucostictes,Leucostictes,"Aug. 30 â05","Junius Henderson",1905-08-30,,,,,"United States of America",US,Colorado,,,Saddle,"The Saddle, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-33-G,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/33?oldid=3614539",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,hawks,hawk,"Aug. 30 â05","Junius Henderson",1905-08-30,,,,,"United States of America",US,Colorado,,,Saddle,"The Saddle, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-33-H,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/33?oldid=3614539",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Pikas,"Ochotona princeps","Aug. 30 â05","Junius Henderson",1905-08-30,,,,,"United States of America",US,Colorado,,,Saddle,"The Saddle, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-34-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/34?oldid=3604716",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,myxomicetes,myxomycete,"Aug. 31 â05","Junius Henderson",1905-08-31,,,,,"United States of America",US,Colorado,,,Glacier,"Arapaho Glacier",,,,,,,,,,,,,,,,,,
JHFN1-34-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/34?oldid=3604716",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Caddis,Caddis,"Aug. 31 â05","Junius Henderson",1905-08-31,,,,,"United States of America",US,Colorado,,,Glacier,"Arapaho Glacier",,,,,,,,,,,,,,,,,,
JHFN1-34-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/34?oldid=3604716",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"water beetle","water beetle","Aug. 31 â05","Junius Henderson",1905-08-31,,,,,"United States of America",US,Colorado,,,Glacier,"Arapaho Glacier",,,,,,,,,,,,,,,,,,
JHFN1-34-D,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/34?oldid=3604716",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,caddis,caddis,"Aug. 31 â05","Junius Henderson",1905-08-31,,,,,"United States of America",US,Colorado,,,Glacier,"Arapaho Glacier",,,,,,,,,,,,,,,,,,
JHFN1-34-E,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/34?oldid=3604716",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Caddis,Caddis,"Aug. 31 â05","Junius Henderson",1905-08-31,,,,,"United States of America",US,Colorado,,,Glacier,"Arapaho Glacier",,,,,,,,,,,,,,,,,,
JHFN1-34-F,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/34?oldid=3604716",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,spruce,Picea,"Aug. 31 â05","Junius Henderson",1905-08-31,,,,,"United States of America",US,Colorado,,,Glacier,"Arapaho Glacier",,,,,,,,,,,,,,,,,,
JHFN1-34-G,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/34?oldid=3604716",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,chickadee,chickadee,"Aug. 31 â05","Junius Henderson",1905-08-31,,,,,"United States of America",US,Colorado,,,Glacier,"Arapaho Glacier",,,,,,,,,,,,,,,,,,
JHFN1-34-H,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/34?oldid=3604716",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"mountain chickadee","mountain chickadee","Aug. 31 â05","Junius Henderson",1905-08-31,,,,,"United States of America",US,Colorado,,,Glacier,"Arapaho Glacier",,,,,,,,,,,,,,,,,,
JHFN1-34-I,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/34?oldid=3604716",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,willow,Salix,"Aug. 31 â05","Junius Henderson",1905-08-31,,,,,"United States of America",US,Colorado,,,Glacier,"Arapaho Glacier",,,,,,,,,,,,,,,,,,
JHFN1-35-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/35?oldid=3614541",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,huckleberry,Gaylussacia,"Aug. 31 â05","Junius Henderson",1905-08-31,,,,,"United States of America",US,Colorado,,,Glacier,"Arapaho Glacier",,,,,,,,,,,,,,,,,,
JHFN1-35-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/35?oldid=3614541",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,birch,Betula,"Aug. 31 â05","Junius Henderson",1905-08-31,,,,,"United States of America",US,Colorado,,,Glacier,"Arapaho Glacier",,,,,,,,,,,,,,,,,,
JHFN1-36-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/36?oldid=3581012",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,pipits,pipit,"September 1, 1905","Junius Henderson",1905-09-01,,,,,"United States of America",US,Colorado,,,"North Lake","North Lake",,,,,,,,,,,,,,,,,,
JHFN1-37-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/37?oldid=3614543",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Pisidium,Pisidium,"September 1, 1905","Junius Henderson",1905-09-01,,,,,"United States of America",US,Colorado,,,"North Lake","North Lake",,,,,,,,,,,,,,,,,,
JHFN1-37-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/37?oldid=3614543",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,juncos,junco,"September 1, 1905","Junius Henderson",1905-09-01,,,,,"United States of America",US,Colorado,,,"North Lake","North Lake",,,,,,,,,,,,,,,,,,
JHFN1-37-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/37?oldid=3614543",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,warblers,warbler,"September 1, 1905","Junius Henderson",1905-09-01,,,,,"United States of America",US,Colorado,,,"North Lake","North Lake",,,,,,,,,,,,,,,,,,
JHFN1-37-D,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/37?oldid=3614543",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,sandpiper,sandpiper,"September 1, 1905","Junius Henderson",1905-09-01,,,,,"United States of America",US,Colorado,,,"North Lake","North Lake",,,,,,,,,,,,,,,,,,
JHFN1-37-E,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/37?oldid=3614543",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,junco,junco,"September 1, 1905","Junius Henderson",1905-09-01,,,,,"United States of America",US,Colorado,,,"North Lake","North Lake",,,,,,,,,,,,,,,,,,
JHFN1-37-F,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/37?oldid=3614543",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,raspberries,Rubus,"Sep. 2 â 05","Junius Henderson",1905-09-02,,,,,"United States of America",US,Colorado,,,"Silver lake","Silver Lake",,,,,,,,,,,,,,,,,,
JHFN1-38-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Douglas ? squirrel",Sciurrus,"Sep. 2 â 05","Junius Henderson",1905-09-02,,,,,"United States of America",US,Colorado,,,"Silver Lake","Silver Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-38-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,merlin,"Falco columbarius","Sep. 2 â 05","Junius Henderson",1905-09-02,,,,,"United States of America",US,Colorado,,,"Silver Lake","Silver Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-38-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"white crowned sparrows","Zonotrichia leucophrys","Sep. 2 â 05","Junius Henderson",1905-09-02,,,,,"United States of America",US,Colorado,,,"Silver Lake","Silver Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-38-D,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Audubon warbler","Dendroica coronata auduboni","Sep. 2 â 05","Junius Henderson",1905-09-02,,,,,"United States of America",US,Colorado,,,"Silver Lake","Silver Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-38-E,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"water beetles","water beetle","Sep. 2 â 05","Junius Henderson",1905-09-02,,,,,"United States of America",US,Colorado,,,"Island Lake Dam","Island Lake Dam, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-38-F,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,leaches,leech,"Sep. 2 â 05","Junius Henderson",1905-09-02,,,,,"United States of America",US,Colorado,,,"Island Lake Dam","Island Lake Dam, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-38-G,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,hawk,hawk,"Sep. 2 â 05","Junius Henderson",1905-09-02,,,,,"United States of America",US,Colorado,,,"Island Lake Dam","Island Lake Dam, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-38-H,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,flickers,flicker,"Sep. 2 â 05","Junius Henderson",1905-09-02,,,,,"United States of America",US,Colorado,,,"Island Lake Dam","Island Lake Dam, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-38-I,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,warblers,warbler,"Sep. 2 â 05","Junius Henderson",1905-09-02,,,,,"United States of America",US,Colorado,,,"Island Lake Dam","Island Lake Dam, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-39-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/39?oldid=3614544",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Sphagnum,Sphagnum,"Sep. 2 â 05","Junius Henderson",1905-09-02,,,,,"United States of America",US,Colorado,,,"Island lake","Island Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-39-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/39?oldid=3614544",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Sphagnum,Sphagnum,"Sep. 2 â 05","Junius Henderson",1905-09-02,,,,,"United States of America",US,Colorado,,,"Island lake","Island Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-39-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/39?oldid=3614544",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,butterflies,butterfly,"Sep 3 â 05","Junius Henderson",1905-09-03,,,,,"United States of America",US,Colorado,,,"Goose Lake dam","Goose Lake Dam",,,,,,,,,,,,,,,,,,
JHFN1-39-D,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/39?oldid=3614544",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,moths,moth,"Sep 3 â 05","Junius Henderson",1905-09-03,,,,,"United States of America",US,Colorado,,,"Goose Lake dam","Goose Lake Dam",,,,,,,,,,,,,,,,,,
JHFN1-40-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/40?oldid=3614545",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Phyllopods,Phyllopods,"Sep 3 â 05","Junius Henderson",1905-09-03,,,,,"United States of America",US,Colorado,,,"Goose Lake dam","Goose Lake Dam",,,,,,,,,,,,,,,,,,
JHFN1-40-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/40?oldid=3614545",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Pisidium,Pisidium,"Sep 3 â 05","Junius Henderson",1905-09-03,,,,,"United States of America",US,Colorado,,,"Goose Lake dam","Goose Lake Dam",,,,,,,,,,,,,,,,,,
JHFN1-43-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/43?oldid=3614547",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Audubon,"Dendroica coronata auduboni","Sept. 6, 1905","Junius Henderson",1905-09-06,,,,,"United States of America",US,Colorado,,,"Silver Lake Siding","Silver Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-43-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/43?oldid=3614547",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Myrtle warbler","Dendroica coronata coronata","Sept. 6, 1905","Junius Henderson",1905-09-06,,,,,"United States of America",US,Colorado,,,"Silver Lake Siding","Silver Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-43-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/43?oldid=3614547",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,robins,"Turdus migratorius","Sept. 6, 1905","Junius Henderson",1905-09-06,,,,,"United States of America",US,Colorado,,,"Silver Lake Siding","Silver Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-47-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/47?oldid=3614549",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Pupa,Pupa,"June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-47-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/47?oldid=3614549",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Vallonia,Vallonia,"June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-48-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"redwinged blackbirds","redwinged blackbird","June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"Pikeâs Peak","Pikeâs Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,robins,"Turdus migratorius","June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"Pikeâs Peak","Pikeâs Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"lark buntings","Calamospiza melanocorys","June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"Pikeâs Peak","Pikeâs Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-D,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"lark sparrows","Chondestes grammacus","June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"Pikeâs Peak","Pikeâs Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-E,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,killdeer,"Charadrius vociferus","June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"Pikeâs Peak","Pikeâs Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-F,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"mourning doves","Zenaida macroura","June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"Pikeâs Peak","Pikeâs Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-G,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"cliff swallows","Petrochelidon pyrrhonota","June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"Pikeâs Peak","Pikeâs Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-H,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"yellow warbler","Dendroica aestiva","June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"Pikeâs Peak","Pikeâs Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-I,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,magpies,magpie,"June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"Pikeâs Peak","Pikeâs Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-J,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,meadowlarks,meadowlark,"June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"Pikeâs Peak","Pikeâs Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-K,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"vesper sparrows","Pooecetes gramineus","June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"Pikeâs Peak","Pikeâs Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-L,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"wren sp.",wren,"June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"Pikeâs Peak","Pikeâs Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-M,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,kingfisher,kingfisher,"June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"Pikeâs Peak","Pikeâs Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-N,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"barn swallows","Hirundo rustica","June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"St. Vrain","St. Vrain Creek",,,,,,,,,,,,,,,,,,
JHFN1-48-O,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,kingbird,kingbird,"June 7, 1906","Junius Henderson",1906-06-07,,,,,"United States of America",US,Colorado,,,"St. Vrain","St. Vrain Creek",,,,,,,,,,,,,,,,,,
JHFN1-49-A,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Zonitoidea arboreans","Zonitoidea arboreans","June 8","Junius Henderson",1906-06-08,,,,,"United States of America",US,Colorado,,,Lyons,"Lyons, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-49-B,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,poplar,Populus,"June 8","Junius Henderson",1906-06-08,,,,,"United States of America",US,Colorado,,,Lyons,"Lyons, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-49-C,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Vallonia sp.",Vallonia,"June 8","Junius Henderson",1906-06-08,,,,,"United States of America",US,Colorado,,,Lyons,"Lyons, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-49-D,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Oreohelix strigosa","Oreohelix strigosa","June 8","Junius Henderson",1906-06-08,,,,,"United States of America",US,Colorado,,,Lyons,"Lyons, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-49-E,2012-03-12,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"O. albofaciata","Oreohelix albofaciata","June 8","Junius Henderson",1906-06-08,,,,,"United States of America",US,Colorado,,,Lyons,"Lyons, Colorado",,,,,,,,,,,,,,,,,,
