Date,Place,URI
1906-06-09,"Left Hand Creek","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/54?oldid=3581341"
1906-06-09,"Big Thompson Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/55?oldid=3614554"
1906-06-09,"Big Thompson Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/55?oldid=3614554"
1906-06-09,"Loveland, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/55?oldid=3614554"
1906-06-10,"Loveland, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/55?oldid=3614554"
1906-06-10,"Big Thompson Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/57?oldid=3614555"
1906-06-10,"Loveland, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/57?oldid=3614555"
1906-06-11,"Loveland, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/57?oldid=3614555"
1906-06-11,"Big Thompson Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/58?oldid=3581848"
1906-06-11,"Loveland, Colorad","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/58?oldid=3581848"
1906-06-11,"Trilby Schoolhouse","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/59?oldid=3614557"
1906-06-12,"Trilby Schoolhouse","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/59?oldid=3614557"
1906-06-13,"Trilby Schoolhouse","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/61?oldid=3614558"
1906-06-14,"Trilby Schoolhouse","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/62?oldid=3614559"
1906-06-14,"Left Hand Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/62?oldid=3614559"
1906-06-14,"Little Thompson Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/63?oldid=3614562"
1906-06-15,"Little Thompson Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/63?oldid=3614562"
1906-06-15,"Ft. Collins, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/63?oldid=3614562"
1907-04-07,"Ft. Collins, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/2?oldid=3603780"
1907-04-07,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-28,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-29,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-30,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-31,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-31,"Florissant, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-31,"Denver, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-31,"Oxford Hotel (Denver, Colorado)","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-31,"City Park, Denver ","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-08-01,"City Park, Denver ","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/4?oldid=3614103"
1905-08-01,"Castle Rock, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/4?oldid=3614103"
1905-08-01,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173"
1905-08-01,"Palmer Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173"
1905-08-01,"Colorado Springs, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173"
1905-08-01,"Colorado Springs, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Manitou Springs, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Cascade, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Green Mountain Falls, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Estes Park, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Green Mountain Falls, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Woodland Park, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Florissant, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326"
1905-08-01,"Florissant, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326"
1905-08-01,"Florissant Lake","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/8?oldid=3614088"
1905-08-02,"Florissant Lake","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/9?oldid=3614101"
1905-08-03,"Florissant Lake","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/10?oldid=3614105"
1905-08-03,"Lake George, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106"
1905-08-03,"Twin Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106"
1905-08-04,"Twin Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/14?oldid=3614106"
1905-08-05,"Twin Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/17?oldid=3614107"
1905-08-06,"Twin Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/19?oldid=3614108"
1905-08-06,"Crystal Peak, Teller, CO","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/20?oldid=3614109"
1905-08-07,"Crystal Peak, Teller, CO","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/20?oldid=3614109"
1905-08-08,"Crystal Peak, Teller, CO","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/21?oldid=3614110"
1905-08-08,"Colorado Springs, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/22?oldid=3604840"
1905-08-08,"Alamo Hotel, Colorado Springs","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/22?oldid=3604840"
1905-08-08,"Stratton Park, Colorado Springs","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/22?oldid=3604840"
1905-08-08,"Depot Restaurant, Colorado Springs","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/22?oldid=3604840"
1905-08-09,"Depot Restaurant, Colorado Springs","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/23?oldid=3614535"
1905-08-09,"Denver, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/23?oldid=3614535"
1905-08-09,"Oxford, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/23?oldid=3614535"
1905-08-09,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/23?oldid=3614535"
1905-08-29,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/24?oldid=3581811"
1905-08-29,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/27?oldid=3614536"
1905-08-29,"Silver Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/28?oldid=3581936"
1905-08-29,"Camp Albion Road, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/28?oldid=3581936"
1905-08-29,"Silver Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/28?oldid=3581936"
1905-08-29,"Goose Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/28?oldid=3581936"
1905-08-29,"Island Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/28?oldid=3581936"
1905-08-30,"Island Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/29?oldid=3614537"
1905-08-30,"North Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/30?oldid=3581949"
1905-08-30,"High Fall, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/30?oldid=3581949"
1905-08-30,"High Fall, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/30?oldid=3581949"
1905-08-30,"he Saddle, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/30?oldid=3581949"
1905-08-30,"Arapaho Glacier","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/30?oldid=3581949"
1905-08-30,"Arapaho Glacier","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/31?oldid=3581952"
1905-08-30,"The Saddle, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/32?oldid=3581958"
1905-08-30,"High Fall, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/33?oldid=3614539"
1905-08-30,"The Saddle, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/33?oldid=3614539"
1905-08-30,"Goose Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/33?oldid=3614539"
1905-08-30,"Arapaho Glacier","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/33?oldid=3614539"
1905-08-31,"Arapaho Glacier","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/33?oldid=3614539"
1905-09-01,"Arapaho Glacier","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/35?oldid=3614541"
1905-09-02,"Arapaho Glacier","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/37?oldid=3614543"
1905-09-02,"Silver Lake","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/37?oldid=3614543"
1905-09-02,"North Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808"
1905-09-02,"Silver Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808"
1905-09-02,"Island Lake Dam, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808"
1905-09-02,"Island Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808"
1905-09-03,"Island Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/39?oldid=3614544"
1905-09-03,"Denver, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/39?oldid=3614544"
1905-09-03,"Goose Lake Dam","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/39?oldid=3614544"
1905-09-03,"Goose Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/40?oldid=3614545"
1905-09-03,"Island Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/40?oldid=3614545"
1905-09-04,"Island Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/40?oldid=3614545"
1905-09-05,"Island Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/41?oldid=3614546"
1905-09-06,"Island Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/43?oldid=3614547"
1905-09-06,"Bluebird Road","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/43?oldid=3614547"
1905-09-06,"North Boulder Falls, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/43?oldid=3614547"
1905-09-06,"Silver Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/43?oldid=3614547"
1905-09-06,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/43?oldid=3614547"
1906-06-02,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/44?oldid=3581817"
1906-06-06,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/47?oldid=3614549"
1906-06-06,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/47?oldid=3614549"
1906-06-07,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/47?oldid=3614549"
1906-06-07,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/47?oldid=3614549"
1906-06-07,"St. Vrain Creek","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550"
1906-06-07,"St. Vrain Creek","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550"
1906-06-08,"St. Vrain Creek","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550"
1906-06-08,"St. Vrain Creek","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336"
1906-06-08,"Lyons, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336"
1906-06-08,"Hygeine, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336"
1906-06-08,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336"
1906-06-08,"Hygeine. Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/50?oldid=3581338"
1906-06-08,"Hygeine, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/50?oldid=3581338"
1906-06-09,"Hygeine, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/51?oldid=3614553"
1906-06-09," Little Thompson Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/53?oldid=3581841"
1906-06-09,"Big Thompson Creek , Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/53?oldid=3581841"
1906-06-09,"Boulder Creek","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/54?oldid=3581341"
1906-06-09,"Left Hand Creek","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/54?oldid=3581341"
1906-06-09,"Big Thompson Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/55?oldid=3614554"
1906-06-09,"Big Thompson Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/55?oldid=3614554"
1906-06-09,"Loveland, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/55?oldid=3614554"
1906-06-10,"Loveland, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/55?oldid=3614554"
1906-06-10,"Big Thompson Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/57?oldid=3614555"
1906-06-10,"Loveland, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/57?oldid=3614555"
1906-06-11,"Loveland, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/57?oldid=3614555"
1906-06-11,"Big Thompson Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/58?oldid=3581848"
1906-06-11,"Loveland, Colorad","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/58?oldid=3581848"
1906-06-11,"Trilby Schoolhouse","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/59?oldid=3614557"
1906-06-12,"Trilby Schoolhouse","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/59?oldid=3614557"
1906-06-13,"Trilby Schoolhouse","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/61?oldid=3614558"
1906-06-14,"Trilby Schoolhouse","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/62?oldid=3614559"
1906-06-14,"Left Hand Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/62?oldid=3614559"
1906-06-14,"Little Thompson Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/63?oldid=3614562"
1906-06-15,"Little Thompson Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/63?oldid=3614562"
1906-06-15,"Ft. Collins, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/63?oldid=3614562"
1906-06-16,"Ft. Collins, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/63?oldid=3614562"
1906-06-16,Trilby,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/63?oldid=3614562"
1906-06-16,"Little Thompson Creek","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/64?oldid=3581362"
1906-06-16,"Greeley, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/64?oldid=3581362"
1906-06-16,"Ft. Collins, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/65?oldid=3581863"
1906-06-16,"Windsor, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/65?oldid=3581863"
1906-06-16,"Windsor, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/65?oldid=3581863"
1906-06-16,"Windsor, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/66?oldid=3614563"
1907-04-07,"Windsor, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/2?oldid=3603780"
1907-04-07,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-28,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-29,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-30,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-31,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-31,"Florissant, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-31,"Denver, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-31,"Oxford Hotel (Denver, Colorado)","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-07-31,"City Park, Denver ","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3614104"
1905-08-01,"City Park, Denver ","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/4?oldid=3614103"
1905-08-01,"Castle Rock, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/4?oldid=3614103"
1905-08-01,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173"
1905-08-01,"Palmer Lake, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173"
1905-08-01,"Colorado Springs, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173"
1905-08-01,"Colorado Springs, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Manitou Springs, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Cascade, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Green Mountain Falls, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Estes Park, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Green Mountain Falls, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Woodland Park, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Boulder, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072"
1905-08-01,"Florissant, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326"
1905-08-01,"Florissant, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326"
1905-08-01,"Florissant Lake","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/8?oldid=3614088"
1905-08-02,"Florissant Lake","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/9?oldid=3614101"
1905-08-03,"Florissant Lake","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/10?oldid=3614105"
1905-08-03,"Lake George, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106"
1905-08-03,"Twin Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106"
1905-08-04,"Twin Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/14?oldid=3614106"
1905-08-05,"Twin Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/17?oldid=3614107"
1905-08-06,"Twin Creek, Colorado","http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/19?oldid=3614108"
