catalogNumber,dc:modified,basisOfRecord,institutionCode,collectionCode,associatedMedia,fieldNotes,scientificName,vernacularName,ScrapedName,AnnotatorName,VerbatimDate,identifiedBy,dateIdentified,associatedReferences,dataGeneralizations,identificationRemarks,occurenceRemarks,country,countryCode,stateProvince,county,locality,verbatimLocality,AnnotatorLocality,ScrapeGoatField,"decimal latitude","decimal longitude",geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,Kingdom,Phylum,Class,Order,Family,Genus,Species,EventDate,Day,Month,Year
JHFN1-3-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3636719",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Say Phoebe","Sayornis saya","'July 28, 1905","Junius Henderson",'1905-07-28,,"ayornis saya|Say Phoebe}} and {{taxon|Carduelis pi",,,"United States of America",US,Colo,,,"Boulder, Colo","Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-3-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3636719",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,siskin,"Carduelis pinus","'July 28, 1905","Junius Henderson",'1905-07-28,,"|Carduelis pinus|siskin}}, {{taxon|Turdus migrator",,,"United States of America",US,Colo,,,"Boulder, Colo","Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-3-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3636719",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"America Robin","Turdus migratorius","'July 28, 1905","Junius Henderson",'1905-07-28,,"gratorius|America Robin}}, {{taxon|Colaptes auratu",,,"United States of America",US,Colo,,,"Boulder, Colo","Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-3-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3636719",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Northern Flicker","Colaptes auratus","'July 28, 1905","Junius Henderson",'1905-07-28,,"uratus|Northern Flicker}}.

",,,"United States of America",US,Colo,,,"Boulder, Colo","Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-3-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3636719",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Say Phoebe","Sayornis saya","'July 29","Junius Henderson",'1905-07-29,,"ayornis saya|Say Phoebe}}, Heard a {{taxon|Turdus ",,,"United States of America",US,Colo,,,"Boulder, Colo","Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-3-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3636719",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"America Robin","Turdus migratorius","'July 29","Junius Henderson",'1905-07-29,,"gratorius|America Robin}} at 11:30 last night.

",,,"United States of America",US,Colo,,,"Boulder, Colo","Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-3-G,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3636719",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Say Phoebe","Sayornis saya","'July 30","Junius Henderson",'1905-07-30,,"ayornis saya|Say Phoebe}}

",,,"United States of America",US,Colo,,,"Boulder, Colo","Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-3-H,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3636719",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Pine Siskin","Carduelis pinus","'July 31","Junius Henderson",'1905-07-31,,"uelis pinus|Pine Siskin}} at noon at Court House, ",,,"United States of America",US,Colo,,,"Boulder, Colo","Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-3-I,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3636719",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Kingbird,"Tyrannus ","'July 31","Junius Henderson",'1905-07-31,,"axon|Tyrannus |Kingbird}} and {{taxon|Turdus migra",,,"United States of America",US,Colo,,,Denver,"Denver, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-3-J,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/3?oldid=3636719",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"America Robin","Turdus migratorius","'July 31","Junius Henderson",'1905-07-31,,"gratorius|America Robin}} on way to depot. Left Bo",,,"United States of America",US,Colo,,,Denver,"Denver, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-4-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/4?oldid=3614103",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,pine,Pinus,"'July 31","Junius Henderson",'1905-07-31,," the {{taxon|Pinus|pine}}s,

{{#from|title=Page:Fi",,,"United States of America",US,Colo,,,"New Mexico","New Mexico",,,,,,,,,,,,,,,,,,
JHFN1-5-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,pine,Pinus,"'July 31","Junius Henderson",'1905-07-31,," the {{taxon|Pinus|pine}}s mingle with the {{taxon",,,"United States of America",US,Colo,,,"New Mexico","New Mexico",,,,,,,,,,,,,,,,,,
JHFN1-5-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/5?oldid=3581173",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,oak,Quercus,"'July 31","Junius Henderson",'1905-07-31,,"the {{taxon|Quercus|oak}}s in dryer situations and",,,"United States of America",US,Colo,,,"New Mexico","New Mexico",,,,,,,,,,,,,,,,,,
JHFN1-6-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,magpies,Magpies,"'July 31","Junius Henderson",'1905-07-31,,"{{taxon|Magpies|magpies}}, and a few {{taxon|Red-w",,,"United States of America",US,Colo,,,"Colo. Springs","Colorado Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"redwing blackbirds","Red-winged Blackbird","'July 31","Junius Henderson",'1905-07-31,,"bird|redwing blackbirds}} and many {{taxon|Zenaida",,,"United States of America",US,Colo,,,"Colo. Springs","Colorado Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Mourning Doves","Zenaida macroura","'July 31","Junius Henderson",'1905-07-31,,"macroura|Mourning Doves}}. Left {{place|Colorado S",,,"United States of America",US,Colo,,,"Colo. Springs","Colorado Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Dippers,Dipper,"'July 31","Junius Henderson",'1905-07-31,," {{taxon|Dipper|Dippers}} soon after entering the ",,,"United States of America",US,Colo,,,Manitou,"Manitou Springs, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Prairie dog","Prairie Dog","'July 31","Junius Henderson",'1905-07-31,,"Prairie Dog|Prairie dog}} town between {{place|Gre",,,"United States of America",US,Colo,,,"Estes Park","Estes Park, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-6-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/6?oldid=3575072",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Aspens,"Populus tremuloides","'July 31","Junius Henderson",'1905-07-31,,"ulus tremuloides|Aspens}} appeared at 8400 ft. Pro",,,"United States of America",US,Colo,,,"Woodland Park","Woodland Park, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Spruces,Picea,"'July 31","Junius Henderson",'1905-07-31,,"

{{taxon|Picea|Spruces}} also appeared at 8400 or",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Prairie dog","Prairie Dog","'July 31","Junius Henderson",'1905-07-31,,"Prairie Dog|Prairie dog}} again at Edlowe 8950 ft.",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,magpie,Magpies,"'July 31","Junius Henderson",'1905-07-31,," {{taxon|Magpies|magpie}} here. {{taxon|Ipomopsis_",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Red Gilia",Ipomopsis_aggregata,"'July 31","Junius Henderson",'1905-07-31,,"sis_aggregata|Red Gilia}} and {{taxon|Cleome serru",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Cleome,"Cleome serrulata","'July 31","Junius Henderson",'1905-07-31,,"Cleome serrulata|Cleome}} here with {{taxon|Potent",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Potentilla fruticosa","Potentilla fruticosa","'July 31","Junius Henderson",'1905-07-31,,"sa|Potentilla fruticosa}}. At {{place|Florissant, ",,,"United States of America",US,Colo,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-G,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Lark buntings","Calamospiza melanocorys","'July 31","Junius Henderson",'1905-07-31,,"lanocorys|Lark buntings}}, {{taxon|Sialia currucoi",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-H,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Mt. Bluebirds","Sialia currucoides","'July 31","Junius Henderson",'1905-07-31,,"rrucoides|Mt. Bluebirds}}, {{taxon|Petrochelidon p",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-I,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"cliff swallows","Petrochelidon pyrrhonota","'July 31","Junius Henderson",'1905-07-31,,"rrhonota|cliff swallows}}, {{taxon|Hirundo rustica",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-J,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"barn swallows","Hirundo rustica","'July 31","Junius Henderson",'1905-07-31,,"o rustica|barn swallows}}, {{taxon|Euphagus cyanoc",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-K,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Brewer blackbird","Euphagus cyanocephalus","'July 31","Junius Henderson",'1905-07-31,,"phalus|Brewer blackbird}}, {{taxon|Chondestes gram",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-L,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"lark sparrows","Chondestes grammacus","'July 31","Junius Henderson",'1905-07-31,,"grammacus|lark sparrows}}, {{taxon|Colaptes auratu",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-M,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Flickers,"Colaptes auratus","'July 31","Junius Henderson",'1905-07-31,,"laptes auratus|Flickers}}, {{taxon|Passer domestic",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-N,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Eng sparrows","Passer domesticus","'July 31","Junius Henderson",'1905-07-31,,"domesticus|Eng sparrows}}.

Station 2

Lava dyke a",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-7-O,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/7?oldid=3616326",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Prairie dogs","Prairie Dog","'July 31","Junius Henderson",'1905-07-31,,"rairie Dog|Prairie dogs}} at {{place|Florissant, C",,,"United States of America",US,Colo,,,Florissant,"Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-9-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/9?oldid=3614101",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,flickers,"Colaptes auratus","'Aug. 2","Junius Henderson",'1905-08-02,,"laptes auratus|flickers}} calling and {{taxon|Euph",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-9-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/9?oldid=3614101",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Brewer’s blackbirds","Euphagus cyanocephalus","'Aug. 2","Junius Henderson",'1905-08-02,,"lus|Brewer’s blackbirds}} singing as I worked. 

	",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,western,"Sialia mexicana","'Aug. 3","Junius Henderson",'1905-08-03,,"Sialia mexicana|western}} or {{taxon|Sialia mexica",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"chestnut backed","Sialia mexicana bairdi","'Aug. 3","Junius Henderson",'1905-08-03,," bairdi|chestnut backed}}, instead of {{taxon|Sial",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"mountain bluebirds","Sialia currucoides","'Aug. 3","Junius Henderson",'1905-08-03,,"ides|mountain bluebirds}}. Saw a {{taxon|Circus cy",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Marsh Hawk","Circus cyaneus","'Aug. 3","Junius Henderson",'1905-08-03,,"rcus cyaneus|Marsh Hawk}}, {{taxon|Sayornis saya|S",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Say Phoebe","Sayornis saya","'Aug. 3","Junius Henderson",'1905-08-03,,"ayornis saya|Say Phoebe}} and {{taxon| Tachycineta",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Sv. g. swallow"," Tachycineta thalassina","'Aug. 3","Junius Henderson",'1905-08-03,,"alassina|Sv. g. swallow}}, {{taxon| Cyanocitta ste",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-G,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"long crested jay"," Cyanocitta stelleri","'Aug. 3","Junius Henderson",'1905-08-03,,"elleri|long crested jay}}. Started down to {{place",,,"United States of America",US,Colorado,,,"Florissant, Colorado","Florissant, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-H,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,caddis," Trichoptera","'Aug. 3","Junius Henderson",'1905-08-03,,"xon| Trichoptera|caddis}} larva. Also found {{taxo",,,"United States of America",US,Colorado,,,"Lake George","Lake George, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-I,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Limnaea," Lymnaea","'Aug. 3","Junius Henderson",'1905-08-03,,"{taxon| Lymnaea|Limnaea}} similar to those from Me",,,"United States of America",US,Colorado,,,"Lake George","Lake George, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-J,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Physa," Physa","'Aug. 3","Junius Henderson",'1905-08-03,,"ew {{taxon| Physa|Physa}}, smooth like {{taxon|Phy",,,"United States of America",US,Colorado,,,"Twin Creek","Twin Creek, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-K,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"P. integra",Physella_acuta,"'Aug. 3","Junius Henderson",'1905-08-03,,"ysella_acuta|P. integra}}, lying on the gravel, ve",,,"United States of America",US,Colorado,,,"Twin Creek","Twin Creek, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-11-L,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/11?oldid=3575106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Limnaea," Lymnaea","'Aug. 3","Junius Henderson",'1905-08-03,,"{taxon| Lymnaea|Limnaea}} were on the muddy bottom",,,"United States of America",US,Colorado,,,"Twin Creek","Twin Creek, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-12-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/12?oldid=3575107",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Limnaea,Limnaea,"'Aug. 3","Junius Henderson",'1905-08-03,,"bers of {{taxon|Limnaea}}, alive, mingled with dea",,,"United States of America",US,Colorado,,,"Twin Creek","Twin Creek, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-12-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/12?oldid=3575107",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Physa,Physa,"'Aug. 3","Junius Henderson",'1905-08-03,,"f a large {{taxon|Physa}}, but I could find none o",,,"United States of America",US,Colorado,,,"Twin Creek","Twin Creek, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-14-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/14?oldid=3614106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,kingfisher,kingfisher,"'Aug. 3","Junius Henderson",'1905-08-03,,"aw a {{taxon|kingfisher}}. Daniel Nevitt, the hote",,,"United States of America",US,Colorado,,,"South Platte River","South Platte River",,,,,,,,,,,,,,,,,,
JHFN1-14-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/14?oldid=3614106",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,bat,bat,"'Aug. 3","Junius Henderson",'1905-08-03,,"dy. 

Saw a {{taxon|bat}} last night and another t",,,"United States of America",US,Colorado,,,"South Platte River","South Platte River",,,,,,,,,,,,,,,,,,
JHFN1-15-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/15?oldid=3575004",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"redwing blackbird","Agelaius phoeniceus","'Aug. 4","Junius Henderson",'1905-08-04,,"iceus|redwing blackbird}} passed the hotel before ",,,"United States of America",US,Colorado,,,"South Platte River","South Platte River",,,,,,,,,,,,,,,,,,
JHFN1-15-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/15?oldid=3575004",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Brewers blackbird","Euphagus cyanocephalus","'Aug. 4","Junius Henderson",'1905-08-04,,"halus|Brewers blackbird}} is quite common. 

Heard",,,"United States of America",US,Colorado,,,"South Platte River","South Platte River",,,,,,,,,,,,,,,,,,
